"","achievement_count","athlete_count","athlete.id","athlete.resource_state","average_speed","comment_count","commute","distance","elapsed_time","elev_high","elev_low","end_latlng1","end_latlng2","external_id","flagged","gear_id","has_heartrate","has_kudoed","id","kudos_count","location_city","location_country","location_state","manual","map.id","map.resource_state","map.summary_polyline","max_speed","moving_time","name","photo_count","private","resource_state","start_date","start_date_local","start_latitude","start_latlng1","start_latlng2","start_longitude","timezone","total_elevation_gain","total_photo_count","trainer","type","upload_id","workout_type","hum"
"70",4,1,"11307443",1,10.314,0,"FALSE",9.15,3248,176,138.9,38.65,-90.3,"a24f6b8ae599a3214515f0c1baa4017e","FALSE",NA,"FALSE","FALSE","539541933",1,"Saint Louis","United States","Missouri","FALSE","a539541933",2,"kh{jFxtcfPnG{zA|H{Hh@gGsBmNp@cNrGaQxFsBjAoOlFcIjCxAtLmClIxEzJw@rGcDlG~BlAjCRpSyL{As@rIm@vUtC~P{B|AStEhAhDR|[rAfG}@fSuAfA`@rEwAdSw@dHoBdBxAbNi@dFcB`Ac_@eDao@oM",20.88,3194,"Afternoon Run",0,"FALSE",2,"2016-04-08T21:11:48Z","2016-04-08T16:11:48Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51.8,0,"FALSE","Run","592425096","0",0
"71",3,1,"11307443",1,11.5416,0,"FALSE",5.6431,2417,172.7,146.9,38.65,-90.31,"6d21f18afc55aa5f834c6e8936357d97","FALSE",NA,"FALSE","FALSE","536914496",1,"Saint Louis","United States","Missouri","FALSE","a536914496",2,"eo{jFrwdfPe@xi@|BbAuAlIdAtBvAuARsEaBiCtCKxEwdAxIpAf@kA|XfHrOj@}EyDEmNdC}TrAnj@}s@cJcCdW_JK]vC",17.64,1760,"Afternoon Run",0,"FALSE",2,"2016-04-05T21:21:58Z","2016-04-05T16:21:58Z",38.65,38.65,-90.31,-90.31,"(GMT-06:00) America/Chicago",50.6,0,"FALSE","Run","589762145","0",0
"72",2,1,"11307443",1,11.2068,0,"FALSE",8.7173,3334,176.2,147.2,38.66,-90.31,"fa4e8c92b4619fbd612602bca8a011c9","FALSE",NA,"FALSE","FALSE","530339142",1,"University City","United States","Missouri","FALSE","a530339142",2,"os}jFdgefPn`@rHbAGt@uTzXnG[j\bKtBlGmdA~MRxY`H|NRXcBkEmCPqDoEsClCiU]wB|CeBbBp@w@pH~@bFxGmAjIvVc@pHsBtAmfAoMcAtScIvBqHhKee@}J",20.52,2800,"Evening Run",0,"FALSE",2,"2016-03-29T23:29:02Z","2016-03-29T18:29:02Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",82.1,0,"FALSE","Run","583018725","0",0
"73",1,1,"11307443",1,11.4552,0,"FALSE",5.1225,1705,171.4,154.6,38.66,-90.31,"98e1df59f71c842354ab144305f06fac","FALSE",NA,"FALSE","FALSE","521434123",0,"University City","United States","Missouri","FALSE","a521434123",2,"}s}jFdcefPNpD`b@fGdAgUzXrG]h\zKbCjC{q@sJgAcDhSkOwBoGmDwAhUka@mFi@oG",20.52,1610,"Afternoon Run",0,"FALSE",2,"2016-03-19T22:37:08Z","2016-03-19T17:37:08Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",16.4,0,"FALSE","Run","573912594","0",0
"74",0,1,"11307443",1,10.9656,0,"FALSE",4.8394,1595,34.2,31.8,33.95,-118.19,"20635825a08c037d6404840c0f745eb8","FALSE",NA,"FALSE","FALSE","518077211",1,"South Gate","United States","California","FALSE","a518077211",2,"yqenEz}ipU{@hO|C\j@oBvBFxDrCxBy@|QlBpBg]qZcDeL|Me@pED`IrHmA|DzC~B{@pQjBfBw]_WaDwCp@wJbMm@bM",15.84,1589,"Afternoon Run",0,"FALSE",2,"2016-03-15T22:14:32Z","2016-03-15T15:14:32Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","570507499","0",0
"75",0,1,"11307443",1,11.6496,0,"FALSE",2.3267,720,34.1,31.8,33.95,-118.18,"71f2e77ff9fb4bff462d593f34cd524e","FALSE",NA,"FALSE","FALSE","515067583",1,"South Gate","United States","California","FALSE","a515067583",2,"irenEx}ipUe@pO|CT|AkBrFrC~Ux@pB{\oY_E{LxM",15.84,719,"Morning Run",0,"FALSE",2,"2016-03-12T17:10:32Z","2016-03-12T09:10:32Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","567227137","0",0
"76",3,1,"11307443",1,10.9728,1,"FALSE",8.2331,3574,174.8,147.2,38.65,-90.31,"81502493230e43aa859378a14b73a19b","FALSE",NA,"FALSE","FALSE","509386575",1,"University City","United States","Missouri","FALSE","a509386575",2,"es}jFleefPd@vBp_@hFtBiUzGlD~NzAK`]~KxBdGodAlx@nINyAqDyCwDIc@mDpBw]vB_B_@hIv@jG|GfMcHzALhEvCh@_@zBgx@aIyGndAcLgDr@k[_K}@",24.48,2701,"Lunch Run",0,"FALSE",2,"2016-03-05T18:25:22Z","2016-03-05T12:25:22Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",84.3,0,"FALSE","Run","561240135","0",0
"77",2,1,"11307443",1,11.8332,2,"FALSE",3.3164,1012,175.5,154.7,38.66,-90.31,"2212d8d31da4e1670b8cba8ba240d18e","FALSE",NA,"FALSE","FALSE","488520711",1,"University City","United States","Missouri","FALSE","a488520711",2,"_t}jF~`efPXjGnPnCqAdJj@jCiFhfApEseAa@_DtAgIcPoDKmA",18,1009,"Afternoon Run",0,"FALSE",2,"2016-02-07T23:59:22Z","2016-02-07T17:59:22Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",20.6,0,"FALSE","Run","540086059","0",0
"78",2,1,"11307443",1,10.422,0,"FALSE",5.1409,1787,181.5,154.6,38.66,-90.31,"392bd429e3a03ccdf6070c3890dc0238","FALSE",NA,"FALSE","FALSE","476892678",1,"University City","United States","Missouri","FALSE","a476892678",2,"qs}jFzaefPVtF|PhC_B~J{Alj@}Iv{AvNktCeP{Ai@eF",17.28,1776,"Brrr",0,"FALSE",2,"2016-01-23T21:59:32Z","2016-01-23T15:59:32Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",26.4,0,"FALSE","Run","528240234","0",0
"79",1,1,"11307443",1,11.5056,0,"FALSE",5.0056,1610,34.2,31.8,33.95,-118.18,"f8a3976e332c8ced256cea10a90e161b","FALSE",NA,"FALSE","FALSE","467831766",1,"South Gate","United States","California","FALSE","a467831766",2,"esenEzcjpUWvIzDTd@oB~D`@bBxBjVz@lB}\yLeD{Lc@{LjPk@~MjDVt@wBbHzCfUj@pBo]cZwC_LlN_ApNjAyN",30.6,1566,"Afternoon Run",0,"FALSE",2,"2016-01-11T00:56:44Z","2016-01-10T16:56:44Z",33.95,33.95,-118.19,-118.19,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","519100168","0",0
"80",1,1,"11307443",1,11.2104,3,"FALSE",4.9318,1639,34.1,31.8,33.95,-118.18,"219eaf2932d26231ea6ec317223387b4","FALSE",NA,"FALSE","FALSE","461747276",1,"South Gate","United States","California","FALSE","a461747276",2,"}penEz|ipUmBzKTbDdD?f@qB`H|C|Ut@lBm]_MqC{KCaLzLcAvIC~EfDRdBiBxElChE}@vOjB~Cg\gYeEsMtMy@jHd@}G",16.2,1584,"Afternoon Run",0,"FALSE",2,"2016-01-03T00:24:02Z","2016-01-02T16:24:02Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","512920605","0",0
"81",7,1,"11307443",1,12.0204,0,"FALSE",5.1149,1584,34.2,31.8,33.95,-118.19,"2a050d166b263eb977788ca81f549f63","FALSE",NA,"FALSE","FALSE","459501331",0,"South Gate","United States","California","FALSE","a459501331",2,"uqenE|~ipUq@vCcAO`B~AkApFtDf@f@eB`HfCpTp@nBcBxA{Yc[eDeMpPDdNnCJ^qBpHxCdVv@hBg]wGcCeRa@_LtNm@fNlD`@PgB",64.08,1532,"Morning Run",0,"FALSE",2,"2015-12-30T18:21:10Z","2015-12-30T10:21:10Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","510604386","0",0
"82",5,1,"11307443",1,12.1212,0,"FALSE",4.8959,1454,48,33.8,33.99,-118.18,"9f8d76bd77bc5c12e5b84273f248d072","FALSE",NA,"FALSE","FALSE","450707827",0,"Cudahy","United States","California","FALSE","a450707827",2,"{wgnEjpgpUp@]{|B}Mi[|F_V~MiOjPgThb@fNmY",38.52,1454,"Morning Run",0,"FALSE",2,"2015-12-15T18:32:32Z","2015-12-15T10:32:32Z",33.96,33.96,-118.17,-118.17,"(GMT-08:00) America/Los_Angeles",13.7,0,"FALSE","Run","501574553","0",0
"83",3,1,"11307443",1,11.8476,0,"FALSE",4.956,1512,34.3,31.8,33.95,-118.18,"e573451f2f9a59f4dc1aaea4d21fd3e3","FALSE",NA,"FALSE","FALSE","449595838",0,"South Gate","United States","California","FALSE","a449595838",2,"kpenEnzipU}B~R~f@|D|Cg`@{[gCeKzKsAnGBnHjCJp@aBpMjEbQBlC{]oZcCeLfLo@tFdAeG",17.64,1506,"Morning Run",0,"FALSE",2,"2015-12-13T16:36:59Z","2015-12-13T08:36:59Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","500438657","0",0
"84",0,1,"11307443",1,11.1312,0,"FALSE",5.7052,1850,171.4,154.7,38.65,-90.3,"d3039cc4f0270153945add51cf3a40e1","FALSE",NA,"FALSE","FALSE","448556558",0,"Saint Louis","United States","Missouri","FALSE","a448556558",2,"qm{jFlodfPkAFuA|FwAbh@dLtBfBgr@{ITqAlCaBzh@jKxCrCur@oJLkAhCmBpi@tLpBjCqq@aHaA",18.72,1845,"Night Run",0,"FALSE",2,"2015-12-12T03:32:05Z","2015-12-11T21:32:05Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",48.1,0,"FALSE","Run","499359199","0",0
"85",7,1,"11307443",1,10.9944,0,"FALSE",13.1676,4491,175.6,139,38.66,-90.3,"77905bbe2d642dfcfa5a4ca6f36f7275","FALSE",NA,"FALSE","FALSE","444876235",1,"University City","United States","Missouri","FALSE","a444876235",2,"qt}jFvbefPJjEbc@jFjA}TrHpDrNbB]h\bLvBp@o@fEybAtLExXhHb^hDfD{A}@aTvAuAfBwLd@kVpAaAbAkRaBcI?kSaBeKEsEpCuB_D_Sv@kWv@qE~LpATwG}AmM}HmCwFvC{J`@kJoEaSdCeDvGu@xMaG`C}GhSo@zKrBbNk@hGwHrI_FfoAiCxOem@yE",16.56,4311,"Lunch Run",0,"FALSE",2,"2015-12-05T17:47:20Z","2015-12-05T11:47:20Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",77.1,0,"FALSE","Run","495589833","0",0
"86",2,1,"11307443",1,10.7064,0,"FALSE",5.7722,1941,175.7,144.7,38.65,-90.3,"c52c8504dca988fb58324d4f023e010c","FALSE",NA,"FALSE","FALSE","444368495",1,"Saint Louis","United States","Missouri","FALSE","a444368495",2,"sh{jFjzcfPxn@hMr^|C|B}@d@sEkAaOfBqA`AuGfAeMUmLpA}@dA_QqC_[aJuDmFzQoMfHInDcDnEvDdEyI|OuEfEyFa@eL~SiPjG",16.92,1941,"Afternoon Run",0,"FALSE",2,"2015-12-04T22:07:06Z","2015-12-04T16:07:06Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",61.7,0,"FALSE","Run","495066452","0",0
"87",8,1,"11307443",1,12.4596,0,"FALSE",5.1182,1530,181.5,154.5,38.66,-90.31,"3d62f88ff410298839647e53e534c77c","FALSE",NA,"FALSE","FALSE","443752632",0,"University City","United States","Missouri","FALSE","a443752632",2,"ws}jFt`efPa@fGdR`D{NxrCrNirC{NaCcBkATsD",17.28,1479,"Lunch Run",0,"FALSE",2,"2015-12-03T18:27:30Z","2015-12-03T12:27:30Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",26.9,0,"FALSE","Run","494441507","0",0
"88",2,1,"11307443",1,11.7252,0,"FALSE",5.1714,1592,181.5,154.5,38.66,-90.31,"0066dcb06d2050416bb35678065320c1","FALSE",NA,"FALSE","FALSE","442656842",1,"University City","United States","Missouri","FALSE","a442656842",2,"is}jFh`efPI~HbQxBwAfJc@xZcKvkBjNerCkQ}DVcF",21.6,1588,"Afternoon Run",0,"FALSE",2,"2015-12-01T19:09:02Z","2015-12-01T13:09:02Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",26.8,0,"FALSE","Run","493320843","0",0
"89",6,1,"11307443",1,11.4084,0,"FALSE",8.7104,2829,171.5,154.5,38.66,-90.31,"991fb021b02703b80cf73d55242c2308","FALSE",NA,"FALSE","FALSE","441004736",1,"University City","United States","Missouri","FALSE","a441004736",2,"ss}jFn_efPNtHza@xFvAoU`HzD`OzA_@z\~KvB`D}r@uKPkBjF{@fg@zKxBrDkr@oL@_BjEgAxg@dLbC`Dur@cLVsCvPqNwBuGsDwa@oDmBrCI`E",20.88,2749,"Afternoon Run",0,"FALSE",2,"2015-11-28T19:48:33Z","2015-11-28T13:48:33Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",49.8,0,"FALSE","Run","491623559","0",0
"90",9,1,"11307443",1,10.6524,0,"FALSE",8.2811,2799,175.7,139.2,38.65,-90.3,"4c71e3c712409da82ed9779f996f297d","FALSE",NA,"FALSE","FALSE","436266047",0,"Saint Louis","United States","Missouri","FALSE","a436266047",2,"atyjFvidfP~ZvBpB}Au@eTnBcBrAiMx@kOg@uDrAaA~@yTkAuCCaVaBoKJoF~BiBsCuONoMrAuRfKhCx@{@[gRgByDcHcAwRjEsIiFaLnCiCwAqFzH{@xNaG`C_HvQq@zM`ChNw@pG{HjIoGl}A",20.52,2799,"Afternoon Run",0,"FALSE",2,"2015-11-20T22:16:38Z","2015-11-20T16:16:38Z",38.64,38.64,-90.3,-90.3,"(GMT-06:00) America/Chicago",25.6,0,"FALSE","Run","486729284","0",0
"91",9,1,"11307443",1,11.4048,0,"FALSE",5.7851,1957,170.6,154.7,38.66,-90.31,"0e0d4543c9c826970353876a79e982cc","FALSE",NA,"FALSE","FALSE","435609663",1,"University City","United States","Missouri","FALSE","a435609663",2,"as}jF~_efP?dH``@vFdCiUfHnDjOfBe@v\~GhBoAtJbAnAtAy@JmGiAoAgAr@]lGhCbARiJaCZ?nIzBi@FqHkJyEf@e\aNsAcI_EuApUqVcEc@{CaHa@cA_B",19.08,1826,"Lunch Run",0,"FALSE",2,"2015-11-19T17:49:08Z","2015-11-19T11:49:08Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",15.6,0,"FALSE","Run","486058126","0",0
"92",7,1,"11307443",1,10.7352,0,"FALSE",9.1641,3073,175.2,139.2,38.65,-90.3,"3a2061c1c2f78a2824930abb31596f55","FALSE",NA,"FALSE","FALSE","427753231",0,"Saint Louis","United States","Missouri","FALSE","a427753231",2,"kf{jFbzcfP|l@fMp]|C`D{A^}D{A_OrBiAx@{GzAeTg@sD`B_Bn@wRcBcL\mPkBuIFgGdCaB_DiSpB_^vLxAUmRoAeD}GqAiR|DcJeF_LlCkCqAyFnHgAnOyFfCyGvPy@dO|BdMq@hGsHzI{Gr}A",15.48,3073,"Afternoon Run",0,"FALSE",2,"2015-11-06T22:32:41Z","2015-11-06T16:32:41Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",53.3,0,"FALSE","Run","477950541","0",0
"93",4,1,"11307443",1,10.1052,0,"FALSE",9.2117,3349,175.9,138.6,38.65,-90.3,"65c571b52e762a63de0d589cf74e92a6","FALSE",NA,"FALSE","FALSE","423268672",1,"Saint Louis","United States","Missouri","FALSE","a423268672",2,"ah{jFfycfP`p@zNp]pCzBqA\iFuA}MlBaAbCaWQgLpAy@|@}RyAgJSuYiAeDPkExBiBkC_PLcMrAkRxJ`CbA{@TaHuA}LoIeCyRjD_JyEeLrCwCcB_FjHmArPcGzBmGlPs@nNbCxNy@bGmHrGaHd_B",15.48,3282,"Afternoon Run",0,"FALSE",2,"2015-10-30T21:13:22Z","2015-10-30T16:13:22Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",53.1,0,"FALSE","Run","473295971","0",0
"94",6,1,"11307443",1,8.4096,0,"FALSE",3.289,1425,170.5,154.8,38.65,-90.31,"64527fce52e0c341f1ffd724f5191aa5","FALSE",NA,"FALSE","FALSE","420448203",1,"University City","United States","Missouri","FALSE","a420448203",2,"es}jFlaefPEdDbA`A|^rF`BiT`YdGg@n\dHrAuAlIdArCxAeAOuGcAaAmAfBV`HvB[HcHsB_Ag@bI",17.64,1408,"Evening Run",0,"FALSE",2,"2015-10-25T23:41:59Z","2015-10-25T18:41:59Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",13.6,0,"FALSE","Run","470382101","0",0
"95",6,1,"11307443",1,10.6848,0,"FALSE",9.1801,3093,175.2,139.2,38.65,-90.3,"535540d7ce8b5c8cc5b229c517a0a4b7","FALSE",NA,"FALSE","FALSE","409671642",0,"Saint Louis","United States","Missouri","FALSE","a409671642",2,"u|zjFt}cfPzf@fJlYdCrD}AcAgTdBkAhAsFfByVaAyDxAs@bAoMsB{UB{SsA_CJ{EnCoBcDiP\cMhAmRfMhAYsRkAsC{GqAuRvDwKiFsIfCsCmAeFzGoB`HKjHmFtBkGzQe@bMzBnMy@fGsHbJyGt|A",46.08,3093,"Afternoon Run",0,"FALSE",2,"2015-10-09T21:21:16Z","2015-10-09T16:21:16Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",43.2,0,"FALSE","Run","459187658","0",0
"96",6,1,"11307443",1,9.8208,0,"FALSE",7.4762,2928,174.6,143.6,38.65,-90.3,"3b48f4dfbca87d528a294879ff32c430","FALSE",NA,"FALSE","FALSE","405526815",1,"University City","United States","Missouri","FALSE","a405526815",2,"}s}jFhbefP?`F~BHBnBhDsBS`AzLXh@wR`Ba@`a@rJbPZ|Cgf@}@w@di@bLbP^?iBmHmBa@aF~Aw]pB_KyDyIrGsGuBgJoO`I_DjOiNwJ[~HbCbMWtJ{DjI{HpGk@hD",43.2,2741,"Run",0,"FALSE",2,"2015-10-03T16:04:37Z","2015-10-03T11:04:37Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",39.2,0,"FALSE","Run","454893987","0",0
"97",12,1,"11307443",1,11.2932,0,"FALSE",5.5147,1764,171.1,154.9,38.65,-90.31,"f5643f90c396f755ec4efeae65af08f0","FALSE",NA,"FALSE","FALSE","392764183",0,"University City","United States","Missouri","FALSE","a392764183",2,"or}jFt`efPFxGx^bE|BcTpYdGQ`]pGjBy@xBRdHpBKFiH}Bc@XxJvAc@RiIoCTBdInBUn@gGcA_B{Af@Y~G~@nApA{@`@yG{CMc@hHfAjAxAoA\sF_AaBuAj@IvInBKVgH_FwDbCcZ_A{A",19.8,1758,"Morning Run",0,"FALSE",2,"2015-09-15T13:53:44Z","2015-09-15T08:53:44Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",13.5,0,"FALSE","Run","441643212","0",0
"98",0,1,"11307443",1,10.9332,0,"FALSE",9.3195,3154,175.6,146.5,38.65,-90.31,"b25342a79529a6f39e5a013a1d3501c2","FALSE",NA,"FALSE","FALSE","390481576",0,"University City","United States","Missouri","FALSE","a390481576",2,"gs}jF|_efPHdHla@~F`BmUpFbDxP~B]b\pKxBbAqDrDg_AdIhAb@iA`VjGvRpAqEkCkCaQnAaKxB`Ax@sHm@gAjCsAq@jJhDdN}ClCnPtBzCzGoBbF}fAeMeFtdAeLyDf@qZ",16.92,3069,"Morning Run",0,"FALSE",2,"2015-09-12T13:00:15Z","2015-09-12T08:00:15Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",81.2,0,"FALSE","Run","439272499","0",0
