"","achievement_count","athlete_count","athlete.id","athlete.resource_state","average_speed","comment_count","commute","distance","elapsed_time","elev_high","elev_low","end_latlng1","end_latlng2","external_id","flagged","gear_id","has_heartrate","has_kudoed","id","kudos_count","location_city","location_country","location_state","manual","map.id","map.resource_state","map.summary_polyline","max_speed","moving_time","name","photo_count","private","resource_state","start_date","start_date_local","start_latitude","start_latlng1","start_latlng2","start_longitude","timezone","total_elevation_gain","total_photo_count","trainer","type","upload_id","workout_type","hum"
"35",5,1,"11307443",1,12.3444,0,"FALSE",8.6365,3105,175.6,139.1,38.65,-90.3,"F00D7A82-A5B3-4880-86D7-A22FDB7699DF","FALSE",NA,"FALSE","FALSE","686707028",1,"Saint Louis","United States","Missouri","FALSE","a686707028",2,"wh{jFtxcfPzGy~ApHyHr@kGgCoNfAgEK}G~GgQpFwApAiPjDiG|Ep@tIsCtK~EfSsDrH`B|@zBT~RgA|@_KcCkAfQItj@`B|ICnUvAtE{@bTwAp@E`ViBdMuBfBvAhLa@fGgChAwZmCcq@eN",19.8,2519,"Afternoon Run",0,"FALSE",2,"2016-08-23T22:07:48Z","2016-08-23T17:07:48Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51.2,0,"FALSE","Run","756851400","0",0
"36",3,1,"11307443",1,12.2364,2,"FALSE",7.9089,3246,176.2,138.6,38.65,-90.3,"40182B33-FCF8-47E4-9180-B1A02AF8B39C","FALSE",NA,"FALSE","FALSE","684520717",1,"Saint Louis","United States","Missouri","FALSE","a684520717",2,"gd{jF|{cfP|p@fMhX|B`DkBg@ySjDsFdA}Zy@oC~AcAv@{R_Emi@XgF`CcB_DyNLsNvAwR|L|AgAwVoIaC{RzDmI}EmL|CwBgBeItTMnDmGnCaGxPo@dM~BfNs@fGiCbCcElOcGdrA",18.36,2327,"WHY NO FIVE Run",0,"FALSE",2,"2016-08-22T02:32:11Z","2016-08-21T21:32:11Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",43.6,0,"FALSE","Run","754510609","0",0
"37",3,1,"11307443",1,12.096,0,"FALSE",8.4494,3911,175.7,138.6,38.65,-90.3,"189ED12B-8E66-4D16-9064-EED53453D7A0","FALSE",NA,"FALSE","FALSE","680021886",1,"Saint Louis","United States","Missouri","FALSE","a680021886",2,"mh{jFxxcfPfGu~A|HeIp@iG{BsNl@uLrCuHoBmDdCjChCqHvE{@jAmO|EuIjD|AvBsBlH]lJlEhRwDdHfBlAfDTnQaApAgKmCgAnRtAlkAzAnEw@|QeBlBf@nGmCt[uBzAvAzNi@pEcC`Ao`@qD{k@kM",16.56,2515,"Evening Run",0,"FALSE",2,"2016-08-18T01:23:51Z","2016-08-17T20:23:51Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.1,0,"FALSE","Run","749645608","0",0
"38",9,1,"11307443",1,11.3868,2,"FALSE",16.2876,7090,176.1,139,38.64,-90.3,"3CA3B049-3941-421F-9DB0-605FD876C8B0","FALSE",NA,"FALSE","FALSE","677596538",1,NA,"United States",NA,"FALSE","a677596538",2,"}ayjFjkdfPfIbAhBsAy@cUrBmAc@_BbBoEnAcSi@uFtAYXgCd@eQyAmFYw[iAmBZ_GpB}AoCiPpAy_@|KhBx@mBs@iS_JgD_SzD{I_FaLpCeDyAoFxKm@dM}FjBmGpP}@pN|BlNw@nGuHjIsG~}Avd@`Llj@xFlB}DeAoRxAy@nA{HxAoTs@sD|Au@`AyTmAyCC}UoBqKPiF`CgBcDsQzAm]dMl@IkRj@nKs@rFwLcAwAv\xCrR}BjBOlEjArCXr[xA`HcAfSuAnAf@pEuAxSgAbH_BfAnAlM[rFkJ|@if@}G",18.72,5149,"Evening Run",0,"FALSE",2,"2016-08-16T01:13:19Z","2016-08-15T20:13:19Z",38.64,38.64,-90.3,-90.3,"(GMT-06:00) America/Chicago",106.5,0,"FALSE","Run","747027617","0",0
"39",7,1,"11307443",1,11.916,0,"FALSE",16.194,5456,176,138.9,38.63,-90.3,"D69F0B7F-B7EE-4B28-9634-6E5BD21BA68B","FALSE",NA,"FALSE","FALSE","674560536",1,"Saint Louis","United States","Missouri","FALSE","a674560536",2,"yh{jFnxcfPrGq}AzH}Ip@kG}B{N`AuNhGcPvFuAb@kLdFcLhE|@bJyCfLdFhR}D`HbBxAfDHpRaMyAmAfS[xKzC~P_ChBAjG~AdJEfU|A~EgAnSyAv@l@xD{AbU{@`HmBfAxA`LYrFgCbCc_@cDmj@}KqCgDdHu|AvH_I|@oGmCuN~@qMjFeOlGcC|@uNfGaKxC|AbLcC|HtEtScE`HpAjAxBh@zOeA|DaLiAqAn]xCtQuBhAYpFjBbLK|R|A`HkAbTgATb@xEoCz]qB~@A|A",18.72,4893,"Morning Run",0,"FALSE",2,"2016-08-13T13:46:18Z","2016-08-13T08:46:18Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",96.2,0,"FALSE","Run","743732252","0",0
"40",3,1,"11307443",1,12.1896,0,"FALSE",8.3386,3970,175.6,138.9,38.65,-90.3,"D8E2D361-11AF-438C-A93D-67ED34DD84E0","FALSE",NA,"FALSE","FALSE","671441614",1,"Saint Louis","United States","Missouri","FALSE","a671441614",2,"}f{jFfzcfP{@yAT{JdGiqAzHgIl@sG_CeNt@cN~GcQpF{AtAwPtE_HhDpAfJuCjK|EfS_ErHzBdB|MUnGeAbA}JeCw@xKg@jTnCrO}BjBKbGfBdKKhS|AnFaApTuAhAQzToBpIXlBy@Ts@xW}`@aBao@{N",17.64,2463,"Lunch Run",0,"FALSE",2,"2016-08-10T16:50:43Z","2016-08-10T11:50:43Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",50.7,0,"FALSE","Run","740334872","0",0
"41",2,1,"11307443",1,11.9412,0,"FALSE",8.412,3848,176.4,138.6,38.65,-90.3,"9E158017-87B7-40A8-A198-FD04EB175D25","FALSE",NA,"FALSE","FALSE","669538472",1,"Saint Louis","United States","Missouri","FALSE","a669538472",2,"kh{jFzxcfPvGq~AnHeIr@cHcC}LfAqFQuFxGyQ~FeBByIhB}FzEiG~BdBzLoC`IpEtI]rH_DzG|AtBpN]zHwL_Bk@pFw@zW`BlMg@|_@bCnYeA~OqAd@IhVwBbIPfDeBt@x@lU_C~@c_@_D{n@cO",18,2536,"Evening Run",0,"FALSE",2,"2016-08-09T00:50:27Z","2016-08-08T19:50:27Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.8,0,"FALSE","Run","738270606","0",0
"42",4,1,"11307443",1,11.88,0,"FALSE",9.137,2821,176.3,138.6,38.65,-90.3,"38925A44-FD9F-4AC9-BC00-825929B62EC6","FALSE",NA,"FALSE","FALSE","668453240",0,"Saint Louis","United States","Missouri","FALSE","a668453240",2,"qh{jFxwcfPrG}|AzHsIx@cGeCuNn@}LxGqRrFwAlA_P|FqIjC~AjLgCrIxExR}DlIjCnAvM_@bHeLoBs@rC{@`\lCvPsBxAYrFlAtBD|YfBlJcA|RkAp@IfVeBhMmBfApAhNc@jFoCx@e]_Dcp@kO",18.36,2769,"Evening Run",0,"FALSE",2,"2016-08-08T00:46:37Z","2016-08-07T19:46:37Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.2,0,"FALSE","Run","737087447","0",0
"43",7,1,"11307443",1,12.2868,0,"FALSE",8.3414,3162,176,138.8,38.65,-90.3,"18E9E51B-1950-4B53-BF52-2BCBC5961CEC","FALSE",NA,"FALSE","FALSE","665915297",1,"Saint Louis","United States","Missouri","FALSE","a665915297",2,"wh{jFbxcfPrG{{Ab@mCvGmFz@qGaCmNx@_NnGqQxFcBtAmPtF{HdChBzBqBhIOhHjElS}DfHbBpBrN_@zHsMy@mAh]pCbRuBzAOvFjBdKo@rDf@rOzArEqApToA^j@~EyEfv@wB`Aw]uCco@gN",17.28,2444,"Evening Run",0,"FALSE",2,"2016-08-06T00:40:39Z","2016-08-05T19:40:39Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52,0,"FALSE","Run","734333920","0",0
"44",2,1,"11307443",1,12.1536,2,"FALSE",8.3783,4880,176.3,139.2,38.65,-90.3,"E7F291ED-E644-4EC3-9F8B-E547F1BE3FDB","FALSE",NA,"FALSE","FALSE","663130915",1,"Saint Louis","United States","Missouri","FALSE","a663130915",2,"wg{jFlycfPxFu~A|H_Jl@iGqBmOr@gMbGiPtF}A`CuRpCyEbEx@hJcCvKvE`SkE|G`BvBvN[hHwL{Am@pFs@~YrCtO}BzAQbFbB`LCnTtArFw@tQ_BtB^fLuExo@{a@gBen@}M",18,2482,"Morning Run",0,"FALSE",2,"2016-08-03T13:00:13Z","2016-08-03T08:00:13Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51.7,0,"FALSE","Run","731317161","0",0
"45",2,1,"11307443",1,11.97,1,"FALSE",8.1674,3190,175.8,139.2,38.65,-90.3,"C8656445-DA0E-45EE-A35E-E1518F70FABF","FALSE",NA,"FALSE","FALSE","660998214",1,"Saint Louis","United States","Missouri","FALSE","a660998214",2,"ch{jFhycfP~F__BbIcIj@{G{BmNr@_LtGmR|F{B|AyPtEwG~CvAtJqC~KzEfR{DvHjCjAjVcMsAw@dKa@rUjClO_CfBIvFbB|HElV~AvEeAvTsA`@PxLoG|p@gf@{Dsg@eL",18,2456,"Morning Run",0,"FALSE",2,"2016-08-01T15:30:09Z","2016-08-01T10:30:09Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51,0,"FALSE","Run","729026661","0",0
"46",2,1,"11307443",1,11.8944,0,"FALSE",8.7956,3652,176,139.2,38.65,-90.3,"2AE24140-EE98-4A7D-BCBC-2982C321B541","FALSE",NA,"FALSE","FALSE","658434178",1,"Saint Louis","United States","Missouri","FALSE","a658434178",2,"yi{jFpocfPf@lBnG}xAxHwHp@mGaCiOj@qLjCqGgCYdCP|CsIfFeA~@_OvDoHdMq@uK?aAmBpFxDbJaCbKjEpJObHcDhIhCrApMW|G{LoAw@bKu@xRrCxPn@jt@_ArSqA^MfU_BnNmBz@tApMc@xFmCfAk^}Cyn@}N",18,2662,"Morning Run",0,"FALSE",2,"2016-07-30T12:26:27Z","2016-07-30T07:26:27Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",49.6,0,"FALSE","Run","725796421","0",0
"47",0,1,"11307443",1,10.926,1,"FALSE",9.0607,4206,171.5,154.5,38.66,-90.31,"78DD3450-4F75-478E-B494-1F77E41E3282","FALSE",NA,"FALSE","FALSE","648075753",1,"Saint Louis","United States","Missouri","FALSE","a648075753",2,"_||jFlxdfPxLh@nHtElK`A?vD`CjAe@|S|DxC~EZ~Ces@iKEuB~I_Apd@dLlBrCyr@uHs@uDfFkAli@dLtBxCcr@aKi@{BtK{@~b@fLrBrBmq@_MxDsAbP}As@KkDyIg@mKcF}SoA",18.36,2985,"Evening Run",0,"FALSE",2,"2016-07-21T01:44:26Z","2016-07-20T20:44:26Z",38.66,38.66,-90.31,-90.31,"(GMT-06:00) America/Chicago",65.5,0,"FALSE","Run","714689076","0",0
"48",4,1,"11307443",1,11.7648,0,"FALSE",8.952,3601,175.9,138.7,38.65,-90.3,"26a611c9dd1ada3cdaf45b645fa68bb3","FALSE",NA,"FALSE","FALSE","638030624",1,"Saint Louis","United States","Missouri","FALSE","a638030624",2,"yh{jFpwcfPrG{~AxH}Gh@aGcC{NbA}NfHwPtF}Ar@kObGiIlCzA`LmC|IbFtR_EpH`BhAtCZfQ_AhBsCgAsH~Se@hGtCtRsBzA[`FpB`LIzStAvE}@bUwAxAd@vE_AvPkAzIiB|AlAzMi@hF{HtAwXsCqn@wN",19.44,2739,"Evening Run",0,"FALSE",2,"2016-07-12T00:40:56Z","2016-07-11T19:40:56Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.2,0,"FALSE","Run","703991401","0",0
"49",4,1,"11307443",1,9.414,1,"FALSE",9.3292,4219,176.2,138.7,38.65,-90.3,"39e0c9ab7503e748bb0fcc8ff76bc58e","FALSE",NA,"FALSE","FALSE","637021301",1,"Saint Louis","United States","Missouri","FALSE","a637021301",2,"ah{jFpycfPQsJlG}rArHyIx@kGyBmNr@uMdGaQpGiCCoG|AiHxDkGnDfAxIcCrLxErR}DnItCf@hCyEbYViGyFi@_AvPSjNdCpPmBhBUvFhA`CNrZ~ArHs@fRaB~ACfT_BbNiBhBdAhL_@zGyBpA{^mDwm@kM",21.24,3567,"PKMN Run XD",0,"FALSE",2,"2016-07-10T23:30:42Z","2016-07-10T18:30:42Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.2,0,"FALSE","Run","702123818","0",0
"50",4,1,"11307443",1,11.5344,0,"FALSE",8.5382,3653,176,138.5,38.65,-90.3,"c0091ca5802cf315e0d785936b33ee68","FALSE",NA,"FALSE","FALSE","634588054",1,"Saint Louis","United States","Missouri","FALSE","a634588054",2,"{g{jFnycfPYwIhGusApHwIv@aG}BeOt@wLnHmRnFeBnAsPbFgHnCzAzKsC`JzEjISnHsDxIlDvA|Nk@lFgLaBq@jD}@lZpA|GV~t@~AfEkAzTsAXn@dFm@zLeCnKZvBmB|AnAvL]pGeChAoSeAiy@uP",18,2665,"Afternoon Run",0,"FALSE",2,"2016-07-08T22:57:56Z","2016-07-08T17:57:56Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",50.9,0,"FALSE","Run","697952870","0",0
"51",6,1,"11307443",1,11.826,0,"FALSE",8.8391,3155,176.5,138.8,38.65,-90.3,"d3ea83bb6e862eb09a1435fe6ffdebd3","FALSE",NA,"FALSE","FALSE","632515564",1,"Saint Louis","United States","Missouri","FALSE","a632515564",2,"qh{jFnwcfPvGc~ArHqHd@}JkBcL|@uMdEgIJyDnFmFzBuKtFyIpCrAzLeCnIvE|RyDjInCvApO_@hE{@z@wJcCaApJa@dVhCrNsBjBY`EjBlLMhS|AfIo@fPcB|BkBnc@kBfChA~Mm@~EsB`AoZcCmr@_O",31.32,2691,"Afternoon Run",0,"FALSE",2,"2016-07-06T21:18:17Z","2016-07-06T16:18:17Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.4,0,"FALSE","Run","694134503","0",0
"52",3,1,"11307443",1,11.2212,2,"FALSE",8.4681,3750,176.1,138.9,38.65,-90.3,"73110f676d0ca283e9447fa9d90c0655","FALSE",NA,"FALSE","FALSE","630313423",1,"Saint Louis","United States","Missouri","FALSE","a630313423",2,"yh{jFxwcfPnGq~A|H}Gb@iGqBuNj@kN`H}PjFsApBqQbFaHvCzAhBaBlJWlGnE`SyDtIfCj@jByLdQ{@zNKlQbC`O{BjBCzF~AvJo@zCh@`OvAlFaGzy@kBvBp@fTaC`B{Z}Bar@qN",29.16,2717,"Afternoon Run",0,"FALSE",2,"2016-07-04T21:24:32Z","2016-07-04T16:24:32Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.1,0,"FALSE","Run","690298947","0",0
"53",3,1,"11307443",1,11.0664,0,"FALSE",8.2518,3438,176,138.5,38.65,-90.3,"e65467c66e5a88351cc4d6a06ba678c0","FALSE",NA,"FALSE","FALSE","629234297",1,"Saint Louis","United States","Missouri","FALSE","a629234297",2,"sh{jFxucfPzGy{ApHeIj@aGsB}Nf@wLtG}QhG_Cr@sNxG{InBrAxL}BpInEfRyDtHvAbAfC@~TsKsBu@pGw@fVzCbRoCrE`BjPaAp@r@~Os@du@eCxIf@lBwBbBlAhLa@tGqCpAsZcCoq@qN",31.68,2684,"Afternoon Run",0,"FALSE",2,"2016-07-03T20:54:33Z","2016-07-03T15:54:33Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",37.1,0,"FALSE","Run","688391875","0",0
"54",0,1,"11307443",1,10.6704,0,"FALSE",7.0061,2396,34,31.8,33.95,-118.18,"000988303533b63d535996b7c9168508","FALSE",NA,"FALSE","FALSE","620934393",1,"South Gate","United States","California","FALSE","a620934393",2,"{qenEl}ipUi@vO~CFn@uClGbEfVv@fBu[i@aAcYqByKlMw@lNjDl@bAwCpGbEhBy@fRrBlBcZc@_CqXaCgM`PQnM~CFd@wC|GhEtUx@xBo\yXyDcMtM",16.2,2364,"Evening Run",0,"FALSE",2,"2016-06-26T02:45:48Z","2016-06-25T19:45:48Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","676745460","0",0
"55",0,1,"11307443",1,10.4868,1,"FALSE",6.7553,2862,34,31.8,33.94,-118.18,"33f8789bfffd95a22d1f0a6c6c414083","FALSE",NA,"FALSE","FALSE","615715733",1,"South Gate","United States","California","FALSE","a615715733",2,"ieenEznipUmLnNc@lNjDJx@oCbGpD|V|@xAw\uVyC_Df@sJvL{@vNpDNfAeC`GxDpVr@lAa]aXuCmMrMy@tObDTp@uClHdElUt@bB{\cNwB",15.84,2319,"Evening Run",0,"FALSE",2,"2016-06-21T02:42:40Z","2016-06-20T19:42:40Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","671268612","0",0
"56",0,1,"11307443",1,11.1492,0,"FALSE",7.0744,2298,34,31.9,33.95,-118.18,"22370144fab38483635ade67d5ba3de3","FALSE",NA,"FALSE","FALSE","608569474",1,"South Gate","United States","California","FALSE","a608569474",2,"erenEr}ipU_@nOxCFrAsCzFxDpUx@lBe\_YoDmLvLaA`FGxI`D?rAsCdGvDtUz@fAk]aY}ByKjM{@jFBpHfDDv@yCnG~DtUv@zA_V]eF_XqCeL~M",20.88,2284,"Another Mush Run",0,"FALSE",2,"2016-06-14T00:14:07Z","2016-06-13T17:14:07Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","663808776","0",0
"57",1,1,"11307443",1,11.4516,1,"FALSE",11.7395,3730,34,31.9,33.95,-118.18,"0ac148c26e699d5abb38477a0928eee7","FALSE",NA,"FALSE","FALSE","598244383",1,"South Gate","United States","California","FALSE","a598244383",2,"grenE~}ipU]hO`DLfA{CbG~D`C}@zQpBlAo]gXmCgMfNm@hDAbJxCNvAgDbGjElU|@pA{]iY_CwK`Mm@bFDnIpCBl@yCfH~DvUh@dBa[q@sAmW}BaLvLqAvHRlGfCEb@kCfA@hFnDrU|@fBm\yGmBgQk@cL~Mk@lNzC`@`BaDxF`E|Ut@`Bw\iYiDeL~M",24.12,3691,"Morning Run",0,"FALSE",2,"2016-06-04T14:41:56Z","2016-06-04T07:41:56Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","653055146","0",0
"58",0,1,"11307443",1,10.9836,0,"FALSE",4.3754,3018,34,31.9,33.95,-118.18,"7f7dd046e53e91f5891b50c6cf30d926","FALSE",NA,"FALSE","FALSE","593269232",1,"South Gate","United States","California","FALSE","a593269232",2,"crenEn~ipUv@lOfACr@aDdH|DfU|@jBg\gYoD_MrN_@dEMjH~CPfByCvFzDfUbAvAu]oXiCaLjM",15.48,1434,"Mush Run 02",0,"FALSE",2,"2016-05-30T18:08:28Z","2016-05-30T11:08:28Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","647950120","0",0
"59",1,1,"11307443",1,10.4508,1,"FALSE",11.6906,4050,34.1,31.9,33.95,-118.18,"596c91b014c4f8b35d71f92d18513848","FALSE",NA,"FALSE","FALSE","592324283",1,"South Gate","United States","California","FALSE","a592324283",2,"kqenEv|ipU_AvEPbJfCPTeBpAGtFrClBy@vQlBfBs]gY{CoLvNi@|EOhG|@f@dBB`AiDnGjExUdAjAg^eYwBmKfMkA~NzCv@~BqC|EhDzU`A`Aa^sXcC}L|OSpMvCJhAuChGbEtUx@nBk\sXgEqMfN]pCKdK`DHbAqCzFnD`VjArAu]wWuCaMnM",18.36,4027,"Mush Run",0,"FALSE",2,"2016-05-29T18:00:57Z","2016-05-29T11:00:57Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","646969505","0",0
"60",0,1,"11307443",1,10.7892,2,"FALSE",4.6034,1573,34,31.9,33.95,-118.18,"1de850e7c179e7e453989a2e0779733a","FALSE",NA,"FALSE","FALSE","588108791",1,"South Gate","United States","California","FALSE","a588108791",2,"eqenEd}ipUiAxO~IiAnChCxUz@xAu]iYkCyLbOUhNhHoAdEdCpU|@rBm\uYyD{KvM",15.84,1536,"Afternoon Run",0,"FALSE",2,"2016-05-25T23:04:26Z","2016-05-25T16:04:26Z",33.95,33.95,-118.18,-118.18,"(GMT-08:00) America/Los_Angeles",0,0,"FALSE","Run","642617013","0",0
"61",6,1,"11307443",1,11.4156,0,"FALSE",9.2836,2946,176.1,138.9,38.65,-90.3,"5c831c6042165fd09b0e9f9095edefd2","FALSE",NA,"FALSE","FALSE","565715642",1,"Saint Louis","United States","Missouri","FALSE","a565715642",2,"ih{jF`xcfPnGa~AnHsHj@aHoBuMt@mN|GiQdFqArAkPvFwHdCfAjL}BpIlE~RyDhIlB~AvNYpG_MoAm@lHq@`WnCtPwBvAOnF`BjKCvSvAdH}@vRoA`AOtTwA|LuBvCrAzKk@hGcIlAeWeCmo@kNy@dC",24.48,2928,"Evening Run",0,"FALSE",2,"2016-05-04T23:49:27Z","2016-05-04T18:49:27Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.3,0,"FALSE","Run","619507983","0",0
"62",5,1,"11307443",1,11.3112,0,"FALSE",9.4517,3077,176.5,138.6,38.65,-90.3,"818faf6fcef3bf586c7f7c580371bd2b","FALSE",NA,"FALSE","FALSE","563602199",1,"Saint Louis","United States","Missouri","FALSE","a563602199",2,"mh{jFtwcfPnGo_BtHqG^aGoBmMl@qOxGoP~FwBtAuPdEoGvDbAvIcClKvEdS_EjJpChArMc@bHo@|@gKgC}@zKg@rStClP_C`BOpFdBhIGvU~AhG{@`S{AxABlSmBxMmBlB~AjLq@`HyBzAuZaCks@iP",18.36,3008,"Evening Run",0,"FALSE",2,"2016-05-03T00:14:24Z","2016-05-02T19:14:24Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.9,0,"FALSE","Run","617346292","0",0
"63",7,1,"11307443",1,11.6928,0,"FALSE",8.7989,3100,177,138.9,38.65,-90.3,"66c2608d76d8c7c70b70498f0cc5977b","FALSE",NA,"FALSE","FALSE","560375030",1,"Saint Louis","United States","Missouri","FALSE","a560375030",2,"qh{jF`xcfPdGi}A`IaJj@oFsB_Op@mNzGsPjF{A`BaQhFkHrCrA~KgCvI~E|RyD~HhBjAdWaMqA_AnM_@rSnC|NwBxASjGnApCN`[xArFkG`{@yAbBn@xTgBrAuJU}^eFgc@}K",22.32,2709,"Afternoon Run",0,"FALSE",2,"2016-04-29T22:36:57Z","2016-04-29T17:36:57Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.9,0,"FALSE","Run","614010542","0",0
"64",1,1,"11307443",1,10.944,0,"FALSE",8.3756,3492,176.5,139,38.65,-90.3,"705d82ebb74d0a4d2982a095a76286be","FALSE",NA,"FALSE","FALSE","558764653",1,"Saint Louis","United States","Missouri","FALSE","a558764653",2,"mh{jF~vcfPtGa~AnHiHj@kFuBsN~@sOvGoPhFyAjAePrEeHvD`AfJ{BbKpEzJi@|FwCpJhD|@bL_@xHqLsAmAbRnAdlAvAzEeAfSkA~@OxTsAbMwBnBrAlK[lHiChBoFEeS{Bmr@sO",20.52,2755,"Evening Run",0,"FALSE",2,"2016-04-27T23:53:17Z","2016-04-27T18:53:17Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",37.1,0,"FALSE","Run","612369166","0",0
"65",5,1,"11307443",1,11.196,0,"FALSE",8.1213,3488,175.7,139,38.65,-90.3,"2503c74ae44a14273ff1ebccffa5df26","FALSE",NA,"FALSE","FALSE","556913237",1,"Saint Louis","United States","Missouri","FALSE","a556913237",2,"_h{jFdycfP`Gq~AtHqIt@oGyBuNr@gN`HiQhFsAlAoObGkI|B~AhLmClI|EzR_EdHxAtAtCTvRoAx@qJcCqAhRz@jdAnBrM}@fSuA`AKzTiBfNiBr@nAfM_@lG_CfAiY{Bgs@eN",17.64,2611,"Evening Run",0,"FALSE",2,"2016-04-25T23:55:18Z","2016-04-25T18:55:18Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51.4,0,"FALSE","Run","610482408","0",0
"66",6,1,"11307443",1,10.7748,0,"FALSE",9.1609,3095,176.2,138.8,38.65,-90.3,"8d1c778d094e94e4ab647adf4b34e8ea","FALSE",NA,"FALSE","FALSE","553710228",1,"Saint Louis","United States","Missouri","FALSE","a553710228",2,"yf{jFfzcfPvg@pLba@nE`F{Al@iFmAoNxA}@dBuMTuUlAm@dAsR{AiJUiZgAqCF}DxByBoCcRr@cTx@{IhLbBd@mHmBeNwHkB{RtDeJyEuKpCsCsA_GzI}@tN{FjBaHvQk@hMzBhOq@zFyHjIuGn}A",14.76,3061,"Afternoon Run",0,"FALSE",2,"2016-04-22T21:25:37Z","2016-04-22T16:25:37Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",53.9,0,"FALSE","Run","607157922","0",0
"67",11,1,"11307443",1,12.0204,1,"FALSE",8.8697,3002,175.9,138.5,38.65,-90.3,"e5d283c90376aea1feea4ba0ae6305bc","FALSE",NA,"FALSE","FALSE","551913326",1,"Saint Louis","United States","Missouri","FALSE","a551913326",2,"oh{jF|wcfPnGu~ApHyGn@_GwB}Nv@uM`H{QpFqBL{JlAcExEgGpCpAzIoCfLrEzRyDhIxBvArMUfHcMiAUtBcA~\lCnP_CxAMxFhB~IUhQ~AfP{@xMkApAHxK}F|p@s`@yBun@sN",21.24,2656,"Evening Run",0,"FALSE",2,"2016-04-21T00:05:49Z","2016-04-20T19:05:49Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",51.8,0,"FALSE","Run","605196928","0",0
"68",8,1,"11307443",1,11.6244,0,"FALSE",8.9921,3290,176.8,138.5,38.65,-90.3,"744e52748ab28c56c4d5b1814614384d","FALSE",NA,"FALSE","FALSE","549654415",1,"Saint Louis","United States","Missouri","FALSE","a549654415",2,"kh{jFlxcfPzFm}AbI}Il@mGuB_Mj@gNdHaS`GeBKuF`CuKdDoEpD~AzKoCpI~EvKu@jFgDbJxDbAlPi@zEcMsB{@~QUxMxCxO}BjBQnFbBlII|U|AxFeG|y@eB|AvAtMc@~FmI`BcYyC{m@iN",40.68,2785,"Afternoon Run",0,"FALSE",2,"2016-04-18T21:54:01Z","2016-04-18T16:54:01Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",49.6,0,"FALSE","Run","602837763","0",0
"69",5,1,"11307443",1,10.6776,0,"FALSE",8.9222,3432,176.2,138.8,38.65,-90.3,"2d4ea0a68e8f926be90636e7731d47be","FALSE",NA,"FALSE","FALSE","544710431",1,"Saint Louis","United States","Missouri","FALSE","a544710431",2,"qh{jFfxcfP~Fk}AfIwIj@{F}BqOz@kMlGqPdGcClA_P`FmHtClA|IeCxKjEtSsDfIpCt@`V}LgAgAzQWdMjC|PsB~ASjFbA`C\|\tA|FgGpy@{AnAl@`UkCzAg^{Cgn@wMgAzH",18.72,3008,"Evening Run",0,"FALSE",2,"2016-04-13T23:30:57Z","2016-04-13T18:30:57Z",38.65,38.65,-90.3,-90.3,"(GMT-06:00) America/Chicago",52.4,0,"FALSE","Run","597729006","0",0
